,year,name
992,2019,Sifat Afroj Moon
993,2019,Tanvir Ferdousi
994,2019,Adrian Self
995,2019,Caterina Scoglio
996,2019,Yanjun Yang
997,2019,Bo Tao
998,2019,Wei Ren
999,2019,Demetrio P. Zourarakis
1000,2019,Bassil El Masri
1001,2019,Zhigang Sun
1002,2019,Qingjiu Tian
1003,2018,Tyler Robert Knapp
1004,2018,Kent Kovacs
1005,2018,Qiuqiong Huang
1006,2018,Christopher G. Henry
1007,2018,Rodolfo M. Nayga
1008,2018,Jennie Popp
1009,2018,Bruce L. Dixon
1010,2020,Joseph P. Janzen
1011,2020,Nathan Hendricks
1012,2019,Graham Soley
1013,2019,Wuyang Hu
1014,2019,Michael Vassalos
1015,2018,Opal Patel
1016,2018,Girija Syamlal
1017,2018,Paul K. Henneberger
1018,2018,Walter Alarcón
1019,2018,Jacek M. Mazurek
1020,2018,Edward Spang
1021,2018,Bret D. Stevens
1022,2018,Amanda J. Meadows
1023,2018,Christopher C. Mundt
1024,2018,Matt J. Keeling
1025,2018,Michael J. Tildesley
1026,2018,Xu Hui
1027,2018,Daniel G. Brown
1028,2018,Michael R. Moore
1029,2018,William S. Currie
1030,2022,Margaret R. Douglas
1031,2022,Paige Baisley
1032,2022,Sara Soba
1033,2022,Melanie Kammerer
1034,2022,Eric V. Lonsdorf
1035,2022,Christina M. Grozinger
1036,2019,Catherine A. Nikiel
1037,2019,Elfatih A. B. Eltahir
1038,2022,Shraddha Hegde
1039,2022,Ganesh Kumar
1040,2022,Carole R. Engle
1041,2022,Terrill R. Hanson
1042,2022,Luke A. Roy
1043,2022,Morgan Cheatham
1044,2022,Jimmy Avery
1045,2022,Suja Aarattuthodiyil
1046,2022,Jonathan van Senten
1047,2022,Jeff Johnson
1048,2022,David J. Wise
1049,2022,Sunni Dahl
1050,2022,Larry Dorman
1051,2022,Mark A. Peterman
1052,2021,Cheryl L. Beseler
1053,2021,Risto Rautiainen
1054,2021,Jeffrey K. O’Hara
1055,2021,Timothy A. Woods
1056,2021,Nony Dutton
1057,2021,Nick Stavely
1058,2019,Pete Ingraham
1059,2019,William A Salas
1060,2019,Michael A. Holly
1061,2019,Kpoti M. Gunn
1063,2019,Peter J. A. Kleinman
1064,2019,Timothy Pede
1065,2019,Giorgos Mountrakis
1066,2019,Stephen B. Shaw
1067,2022,Halley E. Froehlich
1068,2022,Rebecca R. Gentry
1069,2022,Sarah E. Lester
1070,2022,Mae Rennick
1071,2022,Hayley R. Lemoine
1072,2022,Sebastián Tapia‐Lewin
1073,2022,Luke D. Gardner
1074,2018,Yongping Yuan
1075,2018,Ruoyu Wang
1076,2018,Ellen J. Cooter
1077,2018,Limei Ran
1078,2018,Prasad Daggupati
1079,2018,Dongmei Yang
1080,2018,Raghavan Srinivasan
1081,2018,Anna M. Jalowska
1082,2019,Douglas A. Shoemaker
1083,2019,Todd K. BenDor
1084,2019,Ross K. Meentemeyer
1085,2019,Sandeep Kumar
1086,2019,Heidi L. Sieverding
1087,2019,Liming Lai
1088,2019,Thandiwe Nleya
1089,2019,Brian J. Wienhold
1090,2019,Daren D. Redfearn
1091,2019,David W. Archer
1092,2019,David A.N. Ussiri
1093,2019,Derek R. Faust
1094,2019,Douglas Landblom
1095,2019,E. E. Grings
1096,2019,Jeff Stone
1097,2019,Jeffrey B. Jacquet
1098,2019,Krishna Prasad Pokharel
1099,2019,Mark A. Liebig
1100,2019,Marty R. Schmer
1101,2019,Peter Sexton
1102,2019,Rob Mitchell
1103,2019,Scott W. Smalley
1104,2019,Shannon L. Osborne
1105,2019,Shaukat Ali
1106,2019,Songül Şentürklü
1107,2019,Sunish K. Sehgal
1108,2019,Vance N. Owens
1109,2019,Virginia L. Jin
1110,2021,Jien Zhang
1111,2021,Peiyu Cao
1112,2021,Chaoqun Lü
1113,2018,Patrick G. Lawrence
1114,2018,Bruce D. Maxwell
1115,2018,Lisa J. Rew
1116,2018,Clarence A. Ellis
1117,2018,Anton Bekkerman
1118,2018,Lawrence Sekaluvu
1119,2018,Lefei Zhang
1120,2018,Margaret W. Gitau
1121,2018,Jia Deng
1122,2018,Lei Guo
1123,2018,William Salas
1124,2018,Pete Ingraham
1125,2018,Jessica G. Charrier
1126,2018,Steve Frolking
1127,2018,Changsheng Li
1138,2019,Tonya Haigh
1139,2019,Walter H. Schacht
1140,2019,Cody Knutson
1141,2019,Alexander J. Smart
1142,2019,Jerry D. Volesky
1143,2019,Craig Allen
1144,2019,Michael J. Hayes
1145,2019,Mark E. Burbach
1146,2018,Jaki S. McCarthy
1147,2018,Kathleen Ott
1148,2018,Heather Ridolfo
1149,2018,Pam McGovern
1150,2018,Robyn Sirkis
1151,2018,Danna L. Moore
1152,2019,David E. Ervin
1153,2019,Elise H. Breshears
1154,2019,George B. Frisvold
1155,2019,Terrance M. Hurley
1156,2019,Katherine Dentzman
1157,2019,Jeffrey L. Gunsolus
1158,2019,Raymond A. Jussaume
1159,2019,Micheal D. K. Owen
1160,2019,Jason K. Norsworthy
1161,2019,Mustofa Mahmud Al Mamun
1162,2019,Wesley J. Everman
1163,2018,Man Li
1164,2018,Wenchao Xu
1165,2018,Tingju Zhu
1166,2018,Tai McClellan Maaz
1167,2018,J. D. Wulfhorst
1168,2018,Vicki McCracken
1169,2018,John A. Kirkegaard
1170,2018,David R. Huggins
1171,2018,Ildiko Roth
1172,2018,Harsimran Kaur
1173,2018,William L. Pan
1174,2019,Charles R. Hall
1175,2019,Alan W. Hodges
1176,2019,John J. Haydu
1177,2019,Trung Hiếu Nguyễn
1178,2019,Duy Nong
1179,2019,Keith Paustian
1180,2019,Andreas Colliander
1181,2019,Zhengwei Yang
1182,2019,Rick Mueller
1183,2019,Avery Sandborn
1184,2019,Rolf H. Reichle
1185,2019,Wade T. Crow
1186,2019,Dara Entekhabi
1187,2019,Simon Yueh
1188,2020,Brian P. Baker
1189,2020,Brigid Meints
1190,2020,Patrick Hayes
1191,2021,Chris Morris
1192,2021,J. Gordon Arbuckle
1193,2019,Jennie Perey Saxe
1194,2019,John H. Boman
1195,2019,Mick Bondi
1196,2019,Urszula Norton
1197,2019,Tara Righetti
1198,2019,Maohong Fan
1199,2019,Baharak Sajjadi
1200,2021,Sofia Biffi
1201,2021,Rebecca Traldi
1202,2021,Bart Crezee
1203,2021,Michael Beckmann
1204,2021,Lukas Egli
1205,2021,D. Schmidt
1206,2021,Nicole Motzer
1207,2021,Murat Okumah
1208,2021,Ralf Seppelt
1209,2021,Eleonore Louise Slabbert
1210,2021,Kate Tiedeman
1211,2021,Haoluan Wang
1212,2021,Guy Ziv
1213,2018,Sojung Kim
1214,2018,Sumin Kim
1215,2018,James R. Kiniry
1216,2020,Malay Ghosh
1217,2018,Jolene D. Smyth
1218,2018,Alexis Swendener
1219,2018,Emily Kazyak
1220,2021,Wendiam Sawadgo
1221,2021,Alejandro Plastina
1222,2018,Robert Dinterman
1223,2018,Ani L. Katchova
1224,2018,James Michael Harris
1225,2018,Sarah Rehkamp
1226,2018,Patrick Canning
1227,2019,Michael S. Crossley
1228,2019,Silvia I. Rondon
1229,2019,Sean D. Schoville
1230,2020,Stefan Sellman
1231,2020,Michael J. Tildesley
1233,2020,Ryan S. Miller
1234,2020,Clayton Hallman
1235,2020,Colleen T. Webb
1236,2020,Uno Wennergren
1237,2020,Katie Portacci
1238,2020,Tom Lindström
1239,2021,Haoying Wang
1240,2018,Rylie E. O. Pelton
1241,2022,John Donnelly
1242,2022,Johnnie N. Moore
1243,2022,Michael L. Casazza
1244,2022,Shea P. Coons
1245,2019,Erik Stanek
1246,2019,Sarah Taylor Lovell
1247,2019,Ann Reisner
1248,2020,Nilovna Chatterjee
1249,2020,Sotirios V. Archontoulis
1250,2020,Angela Bastidas
1251,2020,Christopher A. Proctor
1252,2020,Roger W. Elmore
1253,2020,Andrea Basche
1254,2018,Michael A. Holly
1255,2018,Peter J. A. Kleinman
1256,2018,Ray B. Bryant
1257,2018,David L. Bjorneberg
1258,2018,C. Alan Rotz
1259,2018,John M. Baker
1260,2018,Mark Boggess
1261,2018,David Bräuer
1262,2018,Rajesh Chintala
1263,2018,Gary W. Feyereisen
1264,2018,Joshua D. Gamble
1265,2018,April B. Leytem
1266,2018,K.F. Reed
1267,2018,Peter A. Vadas
1268,2018,Heidi M. Waldrip
1269,2019,Meetpal S. Kukal
1270,2019,Suat Irmak
1271,2018,Christopher Krapu
1272,2018,Mukesh Kumar
1273,2018,Mark E. Borsuk
1274,2018,Timothy Park
1276,2018,Seydina Ousmane Sene
1277,2018,Beth Choate
1278,2018,Paige L. Hickman
1279,2018,Elia Moretti
1280,2022,Thomas Colligan
1281,2022,David Ketchum
1282,2022,Douglas Brinkerhoff
1283,2022,Marco Maneta
1284,2018,Tayfun Korucu
1285,2018,M. J. Shipitalo
1286,2018,T. C. Kaspar
1287,2020,Andrew Schmitz
1288,2020,P. Lynn Kennedy
1289,2020,Fangyi Zhang
1290,2019,Benjamin Schwab
1291,2019,Ariani C. Wartenberg
1292,2019,Van Butsic
1293,2018,Cassandra A. Wilcoxen
1294,2018,Jeffery W. Walk
1295,2018,Michael P. Ward
1296,2018,Courtney L Daigle
1297,2018,Emily E. Ridge
1300,2018,Lisa L. Walsh
1301,2018,Priscilla K. Tucker
1302,2019,Ariel Singerman
1303,2019,Pilar Useche
1304,2021,Jordon Wade
1305,2021,Margaret Beetstra
1306,2021,Matthew Hamilton
1307,2021,Steve W. Culman
1308,2021,Andrew J. Margenot
1309,2020,Md. Shahinoor Rahman
1310,2020,Liping Di
1311,2021,Jesse D. Gourevitch
1312,2021,Aura M. Alonso‐Rodríguez
1313,2021,Natalia Aristizábal
1314,2021,Luz A. de Wit
1315,2021,Eva Kinnebrew
1316,2021,Caitlin E. Littlefield
1317,2021,Maya Moore
1318,2021,Charlie Nicholson
1319,2021,Aaron J. Schwartz
1320,2021,Taylor H. Ricketts
1321,2019,Erin E. Gorsich
1322,2019,Ryan S. Miller
1323,2019,Holly M. Mask
1324,2019,Clayton Hallman
1325,2019,Katie Portacci
1326,2019,Colleen T. Webb
1327,2020,Soumya Yadala
1328,2020,J.D. Smith
1329,2020,David Young
1330,2020,Daniel W. Crunkleton
1331,2020,Selen Cremaschi
1332,2018,Jason B. Belden
1333,2018,Scott T. McMurry
1334,2018,Jonathan D. Maul
1335,2018,Richard A. Brain
1336,2018,Lula Ghebremichael
1337,2019,Jillian Wormington
1338,2019,Andrew J. Golnar
1339,2019,Karen C. Poh
1340,2019,Rebekah C. Kading
1341,2019,Estelle Martin
1342,2019,Sarah A. Hamer
1343,2019,Gabriel L. Hamer
1344,2019,Steven Trabue
1345,2019,Kenwood Scoggin
1346,2019,John Tyndall
1347,2019,Thomas J. Sauer
1348,2019,Guillermo Hernandez‐Ramirez
1349,2019,Richard Pfeiffer
1350,2019,Jerry L. Hatfield
1352,2019,Leslie E. Touzeau
1354,2020,Martha Bass
1356,2020,Marcelo Castillo
1357,2019,Becca B.R. Jablonski
1358,2019,Martha Sullins
1359,2019,Dawn Thilmany McFadden
1360,2020,David Mushet
1361,2020,Cali L. Roth
1362,2020,Ellen Wongso
1363,2020,Roshanak Nateghi
1364,2020,Benjamin F. Zaitchik
1365,2020,Steven M. Quiring
1366,2020,Rohini Kumar
1367,2018,Houtian Ge
1370,2018,Agnes Perez
1376,2020,Katherine L. Tully
1377,2020,Nora L. Álvarez-Berríos
1378,2020,Julian Reyes
1379,2020,Laura Lengnick
1380,2020,Tabitha T. Brown
1381,2020,Jennifer Moore‐Kucera
1382,2020,Rachel E. Schattman
1383,2020,Lana Koepke Johnson
1384,2020,Gabrielle Roesch‐McNally
1385,2018,Hanna Breunig
1386,2018,Tyler Huntington
1387,2018,Ling Jin
1388,2018,Alastair Robinson
1389,2018,Corinne D. Scown
1390,2023,Suraj Upadhaya
1391,2023,J. Gordon Arbuckle
1392,2023,Lisa A. Schulte
1393,2021,Kate B. Fuller
1394,2021,Joseph P. Janzen
1395,2021,B. Munkhnasan
1396,2021,Sherry L. Martin
1397,2021,Q. F. Hamlin
1398,2021,A. D. Kendall
1399,2021,Luwen Wan
1400,2021,D. W. Hyndman
1402,2020,Weiwei Zhang
1403,2020,Tong Wang
1404,2020,Jessica D. Ulrich‐Schad
1405,2020,Hongfei Wang
1406,2020,Aniruddha Ghosh
1407,2020,Bruce A. Linquist
1408,2020,Robert J. Hijmans
1409,2018,Timothy S. Griffin
1410,2018,Christian J. Peters
1411,2018,David H. Fleisher
1412,2018,Michael Conard
1413,2018,Zach Conrad
1414,2018,Nicole Tichenor Blackstone
1415,2018,Andy McCarthy
1416,2018,Emily Piltch
1417,2018,Jonathan P. Resop
1418,2018,Houman Saberi
1419,2019,Mariana B. Nagy‐Reis
1420,2019,Mark A. Lewis
1421,2019,William F. Jensen
1422,2019,Mark S. Boyce
1423,2021,Kamini Yadav
1424,2021,Hatim M. E. Geli
1425,2021,Andrés F. Cibils
1426,2021,Michael J. Hayes
1427,2021,Alexander Fernald
1428,2021,James T. Peach
1429,2021,Mohammed N. Sawalhah
1430,2021,Vincent C. Tidwell
1431,2021,Lindsay E. Johnson
1432,2021,Ashraf J. Zaied
1433,2021,Melakeneh G. Gedefaw
1434,2019,Sherzod B. Akhundjanov
1435,2019,Lauren Chamberlain
1436,2021,Melissa G.S. McKendree
1437,2021,Glynn T. Tonsor
1438,2021,Lee Schulz
1443,2019,Grace B. Villamor
1444,2019,David Griffith
1445,2019,Andrew Kliskey
1446,2019,Lilian Alessa
1447,2019,Yuxuan Dong
1448,2019,Chengsheng Jiang
1449,2019,Mayhah Suri
1450,2019,Daphne Pee
1451,2019,Lingkui Meng
1452,2019,Rachel E. Rosenberg Goldstein
1453,2019,Nathan B. Cruze
1454,2019,Andreea L. Erciulescu
1455,2019,Balgobin Nandram
1456,2019,Wendy Barboza
1457,2019,Linda J. Young
1458,2018,Elizabeth Canales
1459,2018,Jason S. Bergtold
1460,2018,Jeffery Williams
1464,2019,Seong Do Yun
1465,2019,Benjamin M. Gramig
1466,2019,Jana E. Compton
1467,2019,K. E. Goodwin
1468,2019,D. J. Sobota
1469,2019,Jiajia Lin
1470,2018,Kyle R Wait
1471,2018,Andrew Ricketts
1472,2018,Adam A. Ahlers
1473,2018,D. Urban
1474,2018,Kaiyu Guan
1475,2018,Meha Jain
1476,2023,Linda J. Young
1477,2023,Joseph Rodhouse
1478,2023,Zachary Terner
1479,2023,Gavin Corral
1480,2023,G Bastian
1481,2023,Bridgette A. Bienias
1482,2019,Erik S. Krueger
1483,2019,Tyson Ochsner
1484,2019,Steven M. Quiring
1485,2018,Jae Kwang Kim
1486,2018,Zhonglei Wang
1487,2018,Zhengyuan Zhu
1489,2021,Gabriela Inveninato Carmona
1490,2021,Leslie Delserone
1491,2021,Julia Nogueira Duarte Campos
1492,2021,Tauana Ferreira de Almeida
1493,2021,Dânia Vieira Branco Ozório
1494,2021,Juan David Betancurt Cardona
1495,2021,Robert Wright
1496,2021,Anthony J. McMechan
1497,2019,Courtney Hammond Wagner
1498,2019,Meredith T. Niles
1499,2019,Eric D. Roy
1500,2018,Cortney Cowley
1501,2018,B. Wade Brorsen
1502,2022,Jessica D. Ulrich‐Schad
1503,2022,Shuang Li
1504,2022,J. Gordon Arbuckle
1505,2022,Edem Avemegah
1506,2022,Kathryn J. Brasier
1507,2022,Morey Burnham
1508,2022,Anil Kumar Chaudhary
1509,2022,Weston M. Eaton
1510,2022,Wei Gu
1511,2022,Tonya Haigh
1512,2022,Douglas B. Jackson‐Smith
1513,2022,Alexander L. Metcalf
1514,2022,Amit K. Pradhananga
1515,2022,Linda S. Prokopy
1516,2022,Matthew R. Sanderson
1517,2022,Emma M. Wade
1518,2022,Adam Wilke
1519,2022,W. Isaac Jumper
1520,2022,Carla L. Huston
1521,2022,Robert W. Willis
1522,2022,David R. Smith
1523,2022,Houtian Ge
1524,2022,Miguel I. Gómez
1525,2022,Christian J. Peters
1526,2018,Emily Bock
1527,2018,Brady S.L. Coleman
1528,2018,Zachary M. Easton
1529,2018,Euan D. Reavie
1530,2018,Meijun Cai
1531,2018,Terry N. Brown
1532,2019,Seong‐Hoon Cho
1533,2019,Moonwon Soh
1534,2019,Burton C. English
1535,2019,Tun‐Hsiang Yu
1536,2019,Christopher N. Boyer
1537,2019,Alan P. Ker
1538,2019,Tor N. Tolhurst
1539,2018,Nicholas Kalaitzandonakes
1540,2018,Jayson L. Lusk
1541,2018,Alexandre Magnier
1542,2019,S.I. Kehoe
1543,2019,Kimberly A. Dill‐McFarland
1544,2019,Jacob D. Breaker
1545,2019,Garret Suen
1550,2018,Samuel J. Smidt
1551,2018,Amin Tayyebi
1552,2018,A. D. Kendall
1553,2018,Bryan C. Pijanowski
1554,2018,D. W. Hyndman
1555,2020,Patricia Lawston-Parker
1556,2020,Joseph A. Santanello
1557,2020,Brian Hanson
1558,2020,Kristi Arsensault
1559,2019,Gabriel Granço
1560,2019,Jessica L. Heier Stamm
1561,2019,Jason S. Bergtold
1562,2019,Melinda D. Daniels
1563,2019,Matthew R. Sanderson
1564,2019,Aleksey Y. Sheshukov
1565,2019,Martha E. Mather
1566,2019,Marcellus M. Caldas
1567,2019,Steven M. Ramsey
1568,2019,Richard J. Lehrter
1569,2019,David A. Haukos
1570,2019,Jungang Gao
1571,2019,Sarmistha Chatterjee
1572,2019,James C. Nifong
1573,2019,Joseph A. Aistrup
1574,2018,Luca Sartore
1575,2018,Kelly Toppin
1577,2018,Clifford H. Spiegelman
1578,2018,Douglas B. Jackson‐Smith
1579,2018,S. A. Ewing
1580,2018,Clain Jones
1581,2018,Adam Sigler
1582,2018,Richard C. Stedman
1583,2018,Megan Lehnerd
1584,2018,Jennifer M. Sacheck
1586,2018,Jeanne P. Goldberg
1587,2018,Sean B. Cash
1588,2017,Xiang Zhang
1589,2017,Chehan Wei
1590,2017,Renee Obringer
1591,2017,Deren Li
1592,2017,Nengcheng Chen
1593,2017,Dev Niyogi
1594,2017,Sai K. Ramaswamy
1595,2017,Gretchen A. Mosher
1596,2021,Michelle Miller
1597,2019,Maaz Gardezi
1598,2019,J. Gordon Arbuckle
1599,2018,Christopher M. Holmes
1600,2018,Colin D. Brown
1601,2018,Mick Hamer
1602,2018,Russell L. Jones
1603,2018,Lorraine Maltby
1604,2018,Leo Posthuma
1605,2018,Eric M. Silberhorn
1606,2018,Jerold Scott Teeter
1607,2018,Michael St. J. Warne
1608,2018,Lennart Weltje
1609,2020,Mohamed A. B. Abdallah
1610,2020,Nicole Durfee
1611,2020,Ricardo Mata‐González
1612,2020,Carlos G. Ochoa
1613,2020,Jay S. Noller
1614,2021,Zoe Hastings
1615,2021,Maile Wong
1616,2021,Tamara Ticktin
1617,2017,Kathryn A. Boys
1618,2017,Katherine DuBreuil White
1619,2017,Gordon Eugene Groover
1620,2024,Chadley R. Hollas
1621,2024,Claudia Schmidt
1622,2024,Zheng Tian
1623,2024,Stephan J. Goetz
1624,2024,Lisa Chase
1625,2018,Joshua G. Maples
1627,2018,Derrell S. Peel
1628,2019,Hyunwoo Kang
1629,2019,Venkataramana Sridhar
1630,2019,Bradford F. Mills
1631,2019,W. Cully Hession
1632,2019,Jactone Arogo Ogejo
1633,2018,Trey Malone
1636,2017,Alison Marklein
1637,2017,John T. Abatzoglou
1639,2017,Joel R. Brown
1640,2017,C. M. Steele
1641,2017,A. Rango
1643,2018,Scott W. Fausti
1644,2018,Deepthi Kolady
1645,2018,Evert Van der Sluis
1646,2018,Jonathan A. Jenks
1647,2018,Bashir A. Qasmi
1648,2018,Maizy T. Ludden
1650,2018,Evan Weissman
1651,2018,Duncan Hilchey
1652,2018,Gilbert W. Gillespie
1654,2017,Chris W. Baynard
1655,2017,Ksenya V. Mjachina
1656,2017,Robert D. Richardson
1657,2017,Robert W. Schupp
1658,2017,J. David Lambert
1659,2017,Alexander A. Chibilyev
1660,2020,Megan N. Hughes
1661,2020,Michael R. Langemeier
1662,2017,Claudia Hitaj
1663,2017,Andrew Boslett
1664,2017,Jeremy G. Weber
1665,2019,Awoke Dagnew
1666,2019,Donald Scavia
1667,2019,Yu Chen Wang
1668,2019,Rebecca Logsdon Muenich
1669,2019,Colleen M. Long
1670,2019,Margaret Kalcic
1671,2021,Nathanael M. Thompson
1672,2021,Nathan D. DeLay
1673,2021,James R. Mintert
1674,2020,Bridget Byrne
1675,2020,Claire Alexander
1676,2020,Omar Khan
1677,2020,James Nazroo
1678,2020,William Shankley
1679,2018,Amy D. Hagerman
1680,2018,David D. South
1681,2018,Travis C. Sondgerath
1682,2018,Kelly Patyk
1683,2018,R.L. Sanson
1684,2018,Russ S. Schumacher
1685,2018,Amy H. Delgado
1686,2018,Sheryl Magzamen
1687,2020,Colin Lewis‐Beck
1688,2020,Victoria A. Walker
1689,2020,Jarad Niemi
1690,2020,Petruţa C. Caragea
1691,2020,B. K. Hornbuckle
1692,2018,Shuay‐Tsyr Ho
1693,2018,Jennifer Ifft
1694,2018,Bradley J. Rickard
1695,2018,Calum G. Turvey
1696,2019,Narayanan Kannan
1697,2019,C. Santhi
1698,2019,Michael J. White
1699,2019,Sushant Mehan
1700,2019,Jeffrey G. Arnold
1701,2019,Philip W. Gassman
1702,2019,Jaehak Jeong
1703,2019,Kevin Wagner
1704,2019,James Brian Flores
1705,2019,Tim Cawthon
1706,2019,Younggu Her
1707,2019,Javier Osorio
1708,2019,Haw Yen
1709,2023,Katherine S. Nelson
1710,2023,Emily Burchfield
1711,2019,Dinku M. Endale
1712,2019,Harry H. Schomberg
1713,2019,C. C. Truman
1714,2019,Dorcas H. Franklin
1715,2019,Irenus A. Tazisong
1716,2019,Michael B. Jenkins
1717,2019,Daniel K. Fisher
1718,2021,Kathy Baylis
1719,2021,Elinor M. Lichtenberg
1720,2021,Erik Lichtenberg
1721,2022,Miyeon Son
1722,2022,Jessica Richard
1723,2022,Dayton M. Lambert
1724,2023,Mingfang Ting
1725,2023,Corey Lesk
1726,2023,Chunyu Liu
1727,2023,Cuihua Li
1728,2023,Radley Horton
1729,2023,Ethan Coffel
1730,2023,Cassandra D. W. Rogers
1731,2023,Deepti Singh
1732,2019,Paul J. Ruess
1733,2019,Megan Konar
1734,2018,Hua Shi
1735,2018,Roger F. Auch
1736,2018,James E. Vogelmann
1737,2018,Min Feng
1738,2018,Matthew Rigge
1739,2018,G. B. Senay
1740,2018,J. P. Verdin
1741,2020,Geneviève S. Metson
1742,2020,Jiajia Lin
1743,2020,John A. Harrison
1744,2020,Jana E. Compton
1746,2019,Sarah Wiener
1747,2019,Rachel E. Schattman
1748,2019,Gabrielle Roesch‐McNally
1749,2019,Julian Reyes
1750,2017,Rafter Sass Ferguson
1751,2017,Sarah Taylor Lovell
1752,2018,Roni Neff
1753,2018,Elana Dean
1754,2018,Marie L. Spiker
1755,2018,Theresa Snow
1756,2021,Luis Alexis Rodríguez-Cruz
1758,2021,Meredith T. Niles
1759,2020,Melanie Stock
1760,2021,Dong Kook Woo
1761,2021,W. J. Riley
1762,2021,Ana Páez-García
1763,2021,Alison Marklein
1764,2021,Z. A. Mekonnen
1765,2021,X. Liu
1766,2021,Xuefeng Ma
1767,2021,Elison B. Blancaflor
1768,2021,Yuxin Wu
1769,2017,Rodrigo Werle
1770,2017,Brigitte Tenhumberg
1771,2017,John L. Lindquist
1772,2023,Rose Jennings
1773,2023,Andrew D. Henderson
1774,2023,Alexis Phelps
1775,2023,Kathryn M. Janda
1776,2023,Alexandra van den Berg
1777,2019,Nathan D. DeLay
1778,2018,Priyam Das
1779,2018,Jason Patskoski
1780,2018,A. Sankarasubramanian
1781,2019,Jenna M. Guinn
1782,2019,Derek T. Nolan
1783,2019,P.D. Krawczel
1784,2019,Christina S. Petersson‐Wolfe
1785,2019,Gina M. Pighetti
1786,2019,A.E. Stone
1787,2019,Stephanie Ward
1788,2019,J.M. Bewley
1789,2019,J.H.C. Costa
1790,2021,Philadelphia Wilkens
1791,2021,John F. Munsell
1792,2021,John H. Fike
1793,2021,Gabriel J. Pent
1794,2021,Gregory E. Frey
1795,2018,Miriam S Martin
1796,2018,S. Grau
1797,2018,Burt W Rutherford
1798,2018,Temple Grandin
1799,2018,Lily Edwards-Callaway
1800,2017,Oluwafemi Oyedeji
1801,2017,Shahab Sokhansanj
1802,2017,Erin Webb
1803,2023,Michaela Hoffelmeyer
1804,2023,Jaclyn Wypler
1805,2023,Isaac Sohn Leslie
1806,2021,T. Wang
1807,2021,Yubing Fan
1808,2021,Zonggui Xu
1809,2021,Sandeep Kumar
1810,2021,Bishal Kasu
1811,2023,Britta L. Schumacher
1813,2023,Brennan Bean
1814,2023,Matt A. Yost
1815,2023,Yanhua Xie
1816,2023,Mitchell C. Hunter
1817,2023,A. Ann Sorenşen
1818,2023,Theresa Nogeire-McRae
1819,2023,Ryan Murphy
1820,2023,Justin P. Suraci
1821,2023,Stacy A. Lischka
1822,2023,Tyler J. Lark
1823,2020,Jose Franco Da Cunha Leme Filho
1824,2020,Brenda V. Ortiz
1825,2020,Damianos Damianidis
1826,2020,Kipling S. Balkcom
1827,2020,Mark Dougherty
1828,2020,Thorsten Knappenberger
1829,2017,Brian J. Schutte
1830,2022,Ruijie Zeng
1831,2022,Weiwei Ren
1832,2024,Gavin Corral
1833,2024,Luca Sartore
1834,2024,Katherine Vande Pol
1835,2024,Denise A. Abreu
1836,2024,Linda J. Young
1837,2019,Babak MardanDoost
1838,2019,Andrea E. Brookfield
1839,2019,Johannes J. Feddema
1840,2019,Belinda Sturm
1841,2019,Jude H. Kastens
1842,2019,D. L. Peterson
1843,2019,Christopher R. Bishop
1844,2020,Sean M. Toporek
1845,2020,Anthony P. Keinath
1846,2017,M. A. Macias-Corral
1847,2017,Zohrab Samani
1848,2017,Adrian Hanson
1849,2017,Paul Funk
1850,2017,Ruiqing Miao
1851,2017,Madhu Khanna
1852,2019,Kerr Adams
1853,2019,Kent Kovacs
1854,2021,Xia Zhou
1855,2021,Kimberly L. Jensen
1856,2021,James A. Larson
1857,2021,Burton C. English
1858,2017,W. David Shuford
1859,2017,Kristen E. Dybala
1860,2022,Ethan D. Schoolman
1862,2019,Felix Haifeng Liao
1863,2019,Brendan Gordon
1864,2019,Colette DePhelps
1865,2019,Darin Saul
1866,2019,Chao Fan
1867,2019,Wenlong Feng
1868,2022,Sara Rosenberg
1869,2022,Amanda Crump
1870,2022,Whitney Brim‐DeForest
1871,2022,Bruce A. Linquist
1872,2022,Luis Espino
1873,2022,Kassim Al‐Khatib
1874,2022,Michelle Leinfelder‐Miles
1875,2022,Cameron M. Pittelkow
